"testing","fold","env","individual","observed","predicted"
286,5,"16DS",6,176,178.786
290,5,"16WW",69,204,202.505
295,5,"16WW",158,209,206.471
298,5,"16WW",159,196,196.777
309,5,"16WW",58,203.33,196.816
310,5,"16WW",67,194.67,198.615
323,5,"16WW",141,198.67,193.226
334,5,"16WW",97,204.33,187.166
336,5,"16WW",16,195,198.288
341,5,"16WW",165,193.33,184.415
349,5,"16WW",15,181.67,181.918
354,5,"16WW",143,186.33,184.058
357,5,"16WW",9,200.33,190.583
358,5,"16WW",90,190,186.708
360,5,"16WW",65,196,198.946
363,5,"16WW",177,195,188.336
364,5,"16WW",28,204.33,192.533
369,5,"16WW",68,201.33,197.747
376,5,"16WW",112,189.33,193.06
383,5,"16WW",26,204.67,196.527
